Node,max_freq
CND1_HUMAN,0.1
CND2_HUMAN,0.12
CND3_HUMAN,0.12
CNOT2_HUMAN,0.08
CO3_HUMAN,0.04
COIL_HUMAN,0.04
COMD1_HUMAN,0.04
COR1A_HUMAN,0.04
COX5A_HUMAN,0.03
CPIN1_HUMAN,0.18
CPSF5_HUMAN,0.04
CPSF7_HUMAN,0.03
CSK21_HUMAN,0.04
CSN1_HUMAN,0.04
CSN3_HUMAN,0.04
CSN5_HUMAN,0.04
CTBP1_HUMAN,0.04
CTCF_HUMAN,0.04
CTNB1_HUMAN,0.04
CTRO_HUMAN,0.04
CUL1_HUMAN,0.04
CUL2_HUMAN,0.04
CUL3_HUMAN,0.04
CUL4A_HUMAN,0.04
CYBP_HUMAN,0.04
D0PNI1_HUMAN,0.04
DAXX_HUMAN,0.04
DBNL_HUMAN,0.05
DC1L1_HUMAN,0.06
DCAF5_HUMAN,0.04
DCP1A_HUMAN,0.08
DCP1B_HUMAN,0.09
DCP2_HUMAN,0.08
DDA1_HUMAN,0.04
DDRGK_HUMAN,0.07
DDX21_HUMAN,0.04
DDX23_HUMAN,0.03
DDX3X_HUMAN,0.05
DDX42_HUMAN,0.02
DEFI6_HUMAN,0.09
DHX15_HUMAN,0.04
DIDO1_HUMAN,0.03
DLG5_HUMAN,0.03
DMAP1_HUMAN,0.04
DNJB6_HUMAN,0.06
DNJC8_HUMAN,0.03
DNM3B_HUMAN,0.04
DNMBP_HUMAN,0.06
DNMT1_HUMAN,0.04
DOCK2_HUMAN,0.15
DOK2_HUMAN,0.04
DP13A_HUMAN,0.04
DPOE1_HUMAN,0.04
DTX3L_HUMAN,0.04
DX39B_HUMAN,0.04
DYR1A_HUMAN,0.04
DYRK2_HUMAN,0.04
E2F1_HUMAN,0.04
E2F2_HUMAN,0.06
E2F3_HUMAN,0.04
E9KL35_HUMAN,0.04
EDC4_HUMAN,0.12
EDF1_HUMAN,0.04
EF1B_HUMAN,0.04
EGFR_HUMAN,0.04
EHMT1_HUMAN,0.03
EIF3A_HUMAN,0.04
EIF3F_HUMAN,0.04
ELF1_HUMAN,0.06
ELOA1_HUMAN,0.04
ELOB_HUMAN,0.04
EM55_HUMAN,0.03
EMD_HUMAN,0.04
EP300_HUMAN,0.04
EP400_HUMAN,0.05
EPN4_HUMAN,0.06
ERBB2_HUMAN,0.04
ESYT1_HUMAN,0.26
EXOC1_HUMAN,0.05
EXOC4_HUMAN,0.05
EXOC7_HUMAN,0.04
EXOS5_HUMAN,0.04
FA53C_HUMAN,0.01
FADD_HUMAN,0.04
FBXW7_HUMAN,0.04
FEN1_HUMAN,0.04
FINC_HUMAN,0.04
FKBP4_HUMAN,0.04
FLII_HUMAN,0.05
FNBP4_HUMAN,0.12
FOSL1_HUMAN,0.04
FOXK1_HUMAN,0.12
FRYL_HUMAN,0.06
FXL19_HUMAN,0.03
FXR1_HUMAN,0.04
FYN_HUMAN,0.04
G45IP_HUMAN,0.04
G4XH65_HUMAN,0.04
GA45G_HUMAN,0.04
GBRL2_HUMAN,0.04
GDIR1_HUMAN,0.04
GDIR2_HUMAN,0.11
GGA3_HUMAN,0.04
GPTC8_HUMAN,0.06
GRAP2_HUMAN,0.12
GSE1_HUMAN,0.04
GSK3B_HUMAN,0.04
H12_HUMAN,0.04
H13_HUMAN,0.04
H1X_HUMAN,0.03
H2AX_HUMAN,0.04
H31_HUMAN,0.04
H32_HUMAN,0.04
HAUS6_HUMAN,0.09
HCFC1_HUMAN,0.04
HCK_HUMAN,0.04
HDAC1_HUMAN,0.04
HDAC4_HUMAN,0.04
HERC2_HUMAN,0.05
HGS_HUMAN,0.04
HIF1A_HUMAN,0.04
HIRA_HUMAN,0.04
HIRP3_HUMAN,0.04
HMGA1_HUMAN,0.04
HMGB3_HUMAN,0.06
HMGN1_HUMAN,0.04
HNRH3_HUMAN,0.04
HNRPF_HUMAN,0.04
HNRPK_HUMAN,0.04
HP1B3_HUMAN,0.04
HS90A_HUMAN,0.04
HSF1_HUMAN,0.04
HSP74_HUMAN,0.04
I2BP2_HUMAN,0.04
I2BPL_HUMAN,0.04
IBP2_HUMAN,0.14
ICLN_HUMAN,0.04
ICMT_HUMAN,0.09
IF16_HUMAN,0.04
IF2B1_HUMAN,0.07
IF4B_HUMAN,0.04
IF4E_HUMAN,0.04
IF4H_HUMAN,0.01
IGBP1_HUMAN,0.04
IKBA_HUMAN,0.04
IKKA_HUMAN,0.04
IKKB_HUMAN,0.04
IKZF1_HUMAN,0.04
IMA1_HUMAN,0.04
IMB1_HUMAN,0.04
INSI1_HUMAN,0.04
INT12_HUMAN,0.04
IPP2_HUMAN,0.04
IRAK1_HUMAN,0.04
IWS1_HUMAN,0.18
K7PPA8_HUMAN,0.04
KAP3_HUMAN,0.06
KAPCA_HUMAN,0.04
KAT6A_HUMAN,0.2
KC1A_HUMAN,0.04
KC1D_HUMAN,0.04
KCC4_HUMAN,0.12
KDM1A_HUMAN,0.04
KEAP1_HUMAN,0.04
KHDR1_HUMAN,0.04
KIF22_HUMAN,0.04
KIF2A_HUMAN,0.03
KLC2_HUMAN,0.04
KLF10_HUMAN,0.04
KMT2A_HUMAN,0.04
KMT2B_HUMAN,0.04
KPCA_HUMAN,0.04
KPCD1_HUMAN,0.04
KPCD_HUMAN,0.04
KPCL_HUMAN,0.06
KS6B1_HUMAN,0.04
KSYK_HUMAN,0.04
KTN1_HUMAN,0.04
KTNA1_HUMAN,0.21
L7RRS6_HUMAN,0.04
L7RT18_HUMAN,0.04
LAGE3_HUMAN,0.03
LAP2A_HUMAN,0.04
LAP2B_HUMAN,0.08
LARP1_HUMAN,0.06
LAT_HUMAN,0.04
LBR_HUMAN,0.12
LCK_HUMAN,0.04
LCP2_HUMAN,0.12
LDB1_HUMAN,0.02
LGUL_HUMAN,0.04
LIPA3_HUMAN,0.1
LMNA_HUMAN,0.04
LMNB1_HUMAN,0.05
LMO7_HUMAN,0.15
LRP1_HUMAN,0.04
LSM3_HUMAN,0.03
LYRIC_HUMAN,0.01
M3K1_HUMAN,0.04
M3K2_HUMAN,0.04
M3K5_HUMAN,0.04
M3K7_HUMAN,0.04
MADD_HUMAN,0.12
MAML1_HUMAN,0.04
MAPK2_HUMAN,0.04
MARH7_HUMAN,0.04
MB12A_HUMAN,0.05
MBP_HUMAN,0.02
MCM10_HUMAN,0.04
MCM2_HUMAN,0.04
MCM4_HUMAN,0.04
MCMBP_HUMAN,0.03
MDM2_HUMAN,0.04
MED13_HUMAN,0.04
MED17_HUMAN,0.04
MEF2A_HUMAN,0.04
MEF2D_HUMAN,0.04
MERL_HUMAN,0.04
MFAP1_HUMAN,0.04
MK01_HUMAN,0.04
MK08_HUMAN,0.04
MK14_HUMAN,0.04
MLH1_HUMAN,0.04
MORC3_HUMAN,0.04
MP2K4_HUMAN,0.04
MPLKI_HUMAN,0.15
MPRIP_HUMAN,0.08
MSH6_HUMAN,0.04
MTG16_HUMAN,0.02
MTG8R_HUMAN,0.04
MTG8_HUMAN,0.04
MTMR2_HUMAN,0.06
MTOR_HUMAN,0.04
MYB_HUMAN,0.04
NAB1_HUMAN,0.04
NCOA1_HUMAN,0.04
NCOR1_HUMAN,0.04
NEDD4_HUMAN,0.04
NF2IP_HUMAN,0.12
NFX1_HUMAN,0.08
NFYA_HUMAN,0.04
NHRF1_HUMAN,0.04
NIPBL_HUMAN,0.15
NOL8_HUMAN,0.12
NONO_HUMAN,0.04
NOTC1_HUMAN,0.04
NPAT_HUMAN,0.06
NPM_HUMAN,0.04
NS1BP_HUMAN,0.01
NSF1C_HUMAN,0.04
NTF2_HUMAN,0.04
NU107_HUMAN,0.11
NU153_HUMAN,0.08
NUCKS_HUMAN,0.12
NUMA1_HUMAN,0.04
NUMBL_HUMAN,0.06
NUP88_HUMAN,0.04
ORC1_HUMAN,0.06
OSB11_HUMAN,0.06
P53_HUMAN,0.04
P66A_HUMAN,0.06
PACS1_HUMAN,0.04
PAK1_HUMAN,0.04
PARP6_HUMAN,0.03
PATL1_HUMAN,0.24
PCBP2_HUMAN,0.04
PCM1_HUMAN,0.2
PCNA_HUMAN,0.04
PDS5A_HUMAN,0.07
PDS5B_HUMAN,0.12
PEX10_HUMAN,0.04
PEX19_HUMAN,0.04
PHF8_HUMAN,0.15
PHP14_HUMAN,0.03
PI3R4_HUMAN,0.04
PININ_HUMAN,0.08
PKHO1_HUMAN,0.04
PKN1_HUMAN,0.04
PLEC_HUMAN,0.04
PLK1_HUMAN,0.04
PMYT1_HUMAN,0.04
PP4C_HUMAN,0.04
PP4R2_HUMAN,0.06
PPAC_HUMAN,0.06
PPIP1_HUMAN,0.04
PR40A_HUMAN,0.04
PRC2A_HUMAN,0.06
PRC2B_HUMAN,0.04
PRCC_HUMAN,0.03
PRKDC_HUMAN,0.04
PRKN2_HUMAN,0.04
PRP19_HUMAN,0.04
PRPF3_HUMAN,0.04
PRR12_HUMAN,0.33
PRS6B_HUMAN,0.04
PRS8_HUMAN,0.04
PRSR2_HUMAN,0.04
PSA2_HUMAN,0.04
PSD11_HUMAN,0.04
PSD12_HUMAN,0.04
PSD13_HUMAN,0.04
PSMD4_HUMAN,0.04
PTTG1_HUMAN,0.04
Q56A76_HUMAN,0.04
Q6FIE9_HUMAN,0.04
R51A1_HUMAN,0.04
RAB5A_HUMAN,0.04
RAB8A_HUMAN,0.03
RAD21_HUMAN,0.04
RAGP1_HUMAN,0.04
RALY_HUMAN,0.12
RANG_HUMAN,0.04
RAN_HUMAN,0.04
RASL3_HUMAN,0.01
RB15B_HUMAN,0.18
RBM23_HUMAN,0.03
RBM27_HUMAN,0.15
RBM39_HUMAN,0.03
RBM5_HUMAN,0.2
RBMX_HUMAN,0.04
RBP2_HUMAN,0.04
RBX1_HUMAN,0.04
RB_HUMAN,0.04
RD23B_HUMAN,0.04
REN3B_HUMAN,0.06
RENT1_HUMAN,0.04
RHOA_HUMAN,0.04
RIC8A_HUMAN,0.04
RIPK1_HUMAN,0.04
RN168_HUMAN,0.04
RN169_HUMAN,0.04
RNF10_HUMAN,0.03
RNF25_HUMAN,0.04
RNF31_HUMAN,0.04
RNF8_HUMAN,0.05
ROCK1_HUMAN,0.04
RPTOR_HUMAN,0.04
RRAGA_HUMAN,0.04
RRP1B_HUMAN,0.06
RSF1_HUMAN,0.04
SAFB1_HUMAN,0.04
SASH3_HUMAN,0.18
SATB1_HUMAN,0.04
SC61B_HUMAN,0.02
SCAFB_HUMAN,0.04
SCAM2_HUMAN,0.04
SENP1_HUMAN,0.04
SENP2_HUMAN,0.08
SENP3_HUMAN,0.04
SEPT3_HUMAN,0.03
SERF2_HUMAN,0.18
SET1A_HUMAN,0.15
SF3A1_HUMAN,0.04
SFPQ_HUMAN,0.04
SGK1_HUMAN,0.04
SGK3_HUMAN,0.05
SH2B3_HUMAN,0.01
SH3K1_HUMAN,0.06
SIAH1_HUMAN,0.04
SIT1_HUMAN,0.01
SLAF6_HUMAN,0.01
SLK_HUMAN,0.06
SMAD3_HUMAN,0.04
SMAD4_HUMAN,0.04
SMC1A_HUMAN,0.04
SMCE1_HUMAN,0.04
SMRC2_HUMAN,0.02
SMRCD_HUMAN,0.04
SNP23_HUMAN,0.06
SNUT1_HUMAN,0.04
SNX2_HUMAN,0.06
SP16H_HUMAN,0.04
SQSTM_HUMAN,0.04
SR140_HUMAN,0.2
SRC_HUMAN,0.04
SRS10_HUMAN,0.05
SRSF6_HUMAN,0.06
SRSF9_HUMAN,0.01
SSRP1_HUMAN,0.04
STK39_HUMAN,0.08
SUGP1_HUMAN,0.04
SUMO1_HUMAN,0.04
SUMO2_HUMAN,0.04
T2EA_HUMAN,0.04
T2FA_HUMAN,0.04
TAF1_HUMAN,0.04
TAGL2_HUMAN,0.03
TANK_HUMAN,0.04
TB182_HUMAN,0.04
TBCD5_HUMAN,0.21
TBK1_HUMAN,0.04
TBP_HUMAN,0.04
TCOF_HUMAN,0.06
TDIF1_HUMAN,0.21
TDIF2_HUMAN,0.06
TERF1_HUMAN,0.04
TETN_HUMAN,0.03
TF3C1_HUMAN,0.04
TFR1_HUMAN,0.12
TGFA1_HUMAN,0.04
THOC5_HUMAN,0.04
TNFA_HUMAN,0.04
TNIK_HUMAN,0.04
TOM1_HUMAN,0.04
TOPK_HUMAN,0.04
TRA2A_HUMAN,0.04
TRA2B_HUMAN,0.04
TRAF2_HUMAN,0.04
TRAF6_HUMAN,0.04
TTC4_HUMAN,0.06
TXLNG_HUMAN,0.12
UBE2N_HUMAN,0.04
UBP11_HUMAN,0.04
UBP45_HUMAN,0.03
VPS72_HUMAN,0.12
VRK1_HUMAN,0.04
WASP_HUMAN,0.04
WBP11_HUMAN,0.08
WNK1_HUMAN,0.04
WRN_HUMAN,0.04
ZAP70_HUMAN,0.05
3BP5L_HUMAN,0.04
ABI1_HUMAN,0.04
ABL2_HUMAN,0.04
ACINU_HUMAN,0.04
ADDA_HUMAN,0.04
AGAP2_HUMAN,0.04
AKTS1_HUMAN,0.04
AN32B_HUMAN,0.04
ANR17_HUMAN,0.04
ARFP1_HUMAN,0.04
ARI4A_HUMAN,0.04
ASHWN_HUMAN,0.04
ATX10_HUMAN,0.04
BAF_HUMAN,0.04
BAG6_HUMAN,0.04
BAP18_HUMAN,0.04
BCOR_HUMAN,0.04
BD1L1_HUMAN,0.04
BPTF_HUMAN,0.04
BRD9_HUMAN,0.04
CASP2_HUMAN,0.04
CBX3_HUMAN,0.04
CCNY_HUMAN,0.04
CD2_HUMAN,0.04
CD3G_HUMAN,0.04
CDC26_HUMAN,0.04
CDK16_HUMAN,0.04
CDK17_HUMAN,0.04
CHD1_HUMAN,0.06
CHSP1_HUMAN,0.04
CI040_HUMAN,0.04
CLAP2_HUMAN,0.04
CLIP1_HUMAN,0.04
CLK3_HUMAN,0.04
CNOT3_HUMAN,0.08
COF1_HUMAN,0.04
COMD6_HUMAN,0.04
CRKL_HUMAN,0.04
CTDP1_HUMAN,0.04
CTR9_HUMAN,0.04
CXCR4_HUMAN,0.04
CYLD_HUMAN,0.04
DBF4A_HUMAN,0.04
DDB1_HUMAN,0.04
DDX20_HUMAN,0.04
DDX52_HUMAN,0.03
DHX30_HUMAN,0.04
DLGP5_HUMAN,0.04
DNLI1_HUMAN,0.04
DNLI3_HUMAN,0.04
DOCK7_HUMAN,0.04
DOK1_HUMAN,0.04
DSN1_HUMAN,0.04
DUS3_HUMAN,0.05
DVL2_HUMAN,0.04
EDC3_HUMAN,0.09
EF1G_HUMAN,0.04
EF2K_HUMAN,0.04
EIF3C_HUMAN,0.04
EIF3M_HUMAN,0.04
ELAV1_HUMAN,0.04
ELL2_HUMAN,0.12
ELL_HUMAN,0.06
ELMO1_HUMAN,0.04
ENY2_HUMAN,0.18
EPN1_HUMAN,0.04
ERF_HUMAN,0.04
ESYT2_HUMAN,0.26
ETS1_HUMAN,0.04
EVL_HUMAN,0.06
EXOSX_HUMAN,0.04
F263_HUMAN,0.04
FBLN1_HUMAN,0.12
FIP1_HUMAN,0.04
FKBP8_HUMAN,0.04
FLNA_HUMAN,0.04
FOXK2_HUMAN,0.04
FXR2_HUMAN,0.04
FYV1_HUMAN,0.04
G3BP1_HUMAN,0.04
G3BP2_HUMAN,0.06
GANP_HUMAN,0.04
GAPD1_HUMAN,0.12
GBF1_HUMAN,0.04
GELS_HUMAN,0.04
GIT1_HUMAN,0.04
GLPC_HUMAN,0.03
GRB2_HUMAN,0.04
GRDN_HUMAN,0.04
GRP2_HUMAN,0.04
GTF2I_HUMAN,0.04
GTSE1_HUMAN,0.04
H10_HUMAN,0.04
H14_HUMAN,0.04
H15_HUMAN,0.04
H33_HUMAN,0.04
HAKAI_HUMAN,0.04
HCLS1_HUMAN,0.04
HDAC2_HUMAN,0.04
HINT1_HUMAN,0.04
HJURP_HUMAN,0.04
HMGN2_HUMAN,0.04
HNRPL_HUMAN,0.04
HNRPU_HUMAN,0.04
HOME3_HUMAN,0.06
HS90B_HUMAN,0.04
HUWE1_HUMAN,0.04
IF4G1_HUMAN,0.04
IKZF2_HUMAN,0.04
INCE_HUMAN,0.08
IRF3_HUMAN,0.04
ITPR1_HUMAN,0.04
J3KN59_HUMAN,0.04
J3KNL2_HUMAN,0.04
JARD2_HUMAN,0.03
JMY_HUMAN,0.04
JUN_HUMAN,0.04
KAT5_HUMAN,0.04
KCTD5_HUMAN,0.04
KIF1C_HUMAN,0.04
KPCT_HUMAN,0.04
KSR1_HUMAN,0.06
KTNB1_HUMAN,0.21
LAR4B_HUMAN,0.04
LASP1_HUMAN,0.04
LAX1_HUMAN,0.06
LA_HUMAN,0.04
LC7L2_HUMAN,0.04
LCOR_HUMAN,0.04
LEO1_HUMAN,0.04
LIPB1_HUMAN,0.1
LRRF1_HUMAN,0.05
LRRF2_HUMAN,0.01
M3K4_HUMAN,0.04
MAP4_HUMAN,0.04
MARCS_HUMAN,0.04
MBB1A_HUMAN,0.04
MCFD2_HUMAN,0.03
MCM3_HUMAN,0.04
MCM6_HUMAN,0.04
MCM7_HUMAN,0.04
MCRS1_HUMAN,0.04
MDC1_HUMAN,0.04
MDM4_HUMAN,0.04
MED1_HUMAN,0.04
MEN1_HUMAN,0.04
MILK1_HUMAN,0.04
MINT_HUMAN,0.04
MK06_HUMAN,0.04
MLF2_HUMAN,0.03
MOV10_HUMAN,0.04
MPIP1_HUMAN,0.04
MPIP2_HUMAN,0.04
MPP8_HUMAN,0.03
MRP1_HUMAN,0.04
MTA2_HUMAN,0.04
MTBP_HUMAN,0.04
MTMR5_HUMAN,0.06
MYCB2_HUMAN,0.04
MYC_HUMAN,0.04
MYPT1_HUMAN,0.08
N0E4C7_HUMAN,0.04
NCBP1_HUMAN,0.04
NCK1_HUMAN,0.04
NCK2_HUMAN,0.04
NCOA2_HUMAN,0.04
NCOA3_HUMAN,0.04
NDE1_HUMAN,0.18
NDRG1_HUMAN,0.04
NDRG2_HUMAN,0.04
NEK1_HUMAN,0.12
NEMO_HUMAN,0.04
NFAC1_HUMAN,0.06
NFAC2_HUMAN,0.12
NFAC3_HUMAN,0.04
NFKB1_HUMAN,0.04
NIPS2_HUMAN,0.04
NOC2L_HUMAN,0.04
NOLC1_HUMAN,0.04
NOSIP_HUMAN,0.02
NOTC2_HUMAN,0.03
NP1L1_HUMAN,0.04
NSD2_HUMAN,0.04
NU133_HUMAN,0.12
NUCL_HUMAN,0.04
NUDC_HUMAN,0.04
NUP98_HUMAN,0.04
NUSAP_HUMAN,0.04
OGT1_HUMAN,0.04
ORC3_HUMAN,0.06
OSBL3_HUMAN,0.04
OSBP1_HUMAN,0.04
P121A_HUMAN,0.05
P66B_HUMAN,0.04
PA2G4_HUMAN,0.04
PAK2_HUMAN,0.04
PAK4_HUMAN,0.06
PALLD_HUMAN,0.04
PARD3_HUMAN,0.04
PB1_HUMAN,0.06
PCNT_HUMAN,0.06
PDCD4_HUMAN,0.06
PEA15_HUMAN,0.04
PEX3_HUMAN,0.04
PGRC1_HUMAN,0.04
PHAG1_HUMAN,0.06
PHAX_HUMAN,0.03
PHB2_HUMAN,0.04
PHF20_HUMAN,0.24
PHIP_HUMAN,0.04
PI4KB_HUMAN,0.04
PIN4_HUMAN,0.03
PLCG1_HUMAN,0.04
PML_HUMAN,0.04
PMS2_HUMAN,0.04
PNISR_HUMAN,0.08
PO210_HUMAN,0.04
PPIF_HUMAN,0.04
PR38B_HUMAN,0.04
PRC1_HUMAN,0.04
PRP31_HUMAN,0.04
PRP6_HUMAN,0.04
PRPK_HUMAN,0.04
PSA5_HUMAN,0.04
PSA7_HUMAN,0.04
PSIP1_HUMAN,0.04
PSN1_HUMAN,0.04
PTBP1_HUMAN,0.04
PTMS_HUMAN,0.03
PTN18_HUMAN,0.04
PTN1_HUMAN,0.04
PTN2_HUMAN,0.04
PTN6_HUMAN,0.04
PTN7_HUMAN,0.04
PTTG_HUMAN,0.04
PUM1_HUMAN,0.33
PYR1_HUMAN,0.04
RABE1_HUMAN,0.04
RAC2_HUMAN,0.15
RAD18_HUMAN,0.04
RAD51_HUMAN,0.04
RARA_HUMAN,0.04
RASF1_HUMAN,0.04
RASH_HUMAN,0.04
RBL1_HUMAN,0.04
RBM15_HUMAN,0.18
RBM42_HUMAN,0.12
RCOR3_HUMAN,0.04
RD23A_HUMAN,0.04
RECQ5_HUMAN,0.02
RERE_HUMAN,0.04
RFC1_HUMAN,0.04
RGS3_HUMAN,0.04
RHG09_HUMAN,0.04
RHG35_HUMAN,0.04
RICTR_HUMAN,0.04
RIF1_HUMAN,0.04
RING1_HUMAN,0.04
RL37_HUMAN,0.03
RLA1_HUMAN,0.04
RMI1_HUMAN,0.04
RMP_HUMAN,0.04
RNPS1_HUMAN,0.04
ROA1_HUMAN,0.04
ROA2_HUMAN,0.04
RPB1_HUMAN,0.04
RPGF1_HUMAN,0.04
RPR1A_HUMAN,0.03
RRAGC_HUMAN,0.06
RRAGD_HUMAN,0.12
RRN3_HUMAN,0.04
RS10_HUMAN,0.04
RS6_HUMAN,0.04
RTN4_HUMAN,0.04
RUNX1_HUMAN,0.04
RWDD4_HUMAN,0.06
S12A2_HUMAN,0.08
S4A4_HUMAN,0.08
SAFB2_HUMAN,0.04
SC22B_HUMAN,0.18
SCAM3_HUMAN,0.12
SCAP_HUMAN,0.04
SCC4_HUMAN,0.15
SCPDL_HUMAN,0.08
SDF2L_HUMAN,0.06
SETD2_HUMAN,0.18
SF3A3_HUMAN,0.04
SF3B1_HUMAN,0.04
SF3B2_HUMAN,0.04
SH3L1_HUMAN,0.04
SHKB1_HUMAN,0.06
SIN3A_HUMAN,0.04
SIN3B_HUMAN,0.04
SIR1_HUMAN,0.04
SL9A1_HUMAN,0.04
SLAI2_HUMAN,0.04
SMBT1_HUMAN,0.06
SMC3_HUMAN,0.04
SMC4_HUMAN,0.04
SMCA5_HUMAN,0.04
SMCO4_HUMAN,0.02
SMD1_HUMAN,0.04
SMG5_HUMAN,0.04
SMRC1_HUMAN,0.04
SND1_HUMAN,0.04
SNR27_HUMAN,0.04
SNW1_HUMAN,0.04
SODC_HUMAN,0.04
SON_HUMAN,0.04
SP130_HUMAN,0.06
SP1_HUMAN,0.04
SP2_HUMAN,0.09
SPAG5_HUMAN,0.13
SPD2B_HUMAN,0.04
SPT6H_HUMAN,0.06
SRF_HUMAN,0.04
SRGP3_HUMAN,0.02
SRRM2_HUMAN,0.04
SRRT_HUMAN,0.04
SRSF2_HUMAN,0.04
SSBP3_HUMAN,0.04
SSRG_HUMAN,0.06
STA5B_HUMAN,0.04
STAG2_HUMAN,0.04
STALP_HUMAN,0.06
STAT1_HUMAN,0.04
STAU1_HUMAN,0.04
STMN1_HUMAN,0.12
