Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (biological process)
O60506	reviewed	HNRPQ_HUMAN	Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)	SYNCRIP HNRPQ NSAP1	cellular response to type II interferon [GO:0071346]; CRD-mediated mRNA stabilization [GO:0070934]; mRNA modification [GO:0016556]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900152]; negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000623]; negative regulation of translation [GO:0017148]; osteoblast differentiation [GO:0001649]; positive regulation of cytoplasmic translation [GO:2000767]; positive regulation of DNA demethylation [GO:1901537]; RNA processing [GO:0006396]; RNA splicing [GO:0008380]
O60508	reviewed	PRP17_HUMAN	Pre-mRNA-processing factor 17 (Cell division cycle 40 homolog) (EH-binding protein 3) (Ehb3) (PRP17 homolog) (hPRP17)	CDC40 EHB3 PRP17 PRPF17	embryonic brain development [GO:1990403]; mRNA splicing, via spliceosome [GO:0000398]
O60828	reviewed	PQBP1_HUMAN	Polyglutamine-binding protein 1 (PQBP-1) (38 kDa nuclear protein containing a WW domain) (Npw38) (Polyglutamine tract-binding protein 1)	PQBP1 NPW38 JM26	activation of innate immune response [GO:0002218]; alternative mRNA splicing, via spliceosome [GO:0000380]; cellular response to exogenous dsRNA [GO:0071360]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; neuron projection development [GO:0031175]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of type I interferon production [GO:0032481]; regulation of dendrite morphogenesis [GO:0048814]; regulation of DNA-templated transcription [GO:0006355]; regulation of RNA splicing [GO:0043484]
O60936	reviewed	NOL3_HUMAN	Nucleolar protein 3 (Apoptosis repressor with CARD) (Muscle-enriched cytoplasmic protein) (Myp) (Nucleolar protein of 30 kDa) (Nop30)	NOL3 ARC NOP	blood vessel remodeling [GO:0001974]; cardiac muscle cell apoptotic process [GO:0010659]; inhibition of cysteine-type endopeptidase activity involved in apoptotic process [GO:1990001]; intrinsic apoptotic signaling pathway [GO:0097193]; mRNA splice site recognition [GO:0006376]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway [GO:1903298]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; negative regulation of mitochondrial membrane permeability involved in apoptotic process [GO:1902109]; negative regulation of muscle atrophy [GO:0014736]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of programmed necrotic cell death [GO:0062099]; negative regulation of release of cytochrome c from mitochondria [GO:0090201]; negative regulation of tumor necrosis factor-mediated signaling pathway [GO:0010804]; protein complex oligomerization [GO:0051259]; regulation of non-canonical NF-kappaB signal transduction [GO:1901222]; release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0014808]; response to hypoxia [GO:0001666]; response to injury involved in regulation of muscle adaptation [GO:0014876]; response to ischemia [GO:0002931]; RNA splicing [GO:0008380]
O75400	reviewed	PR40A_HUMAN	Pre-mRNA-processing factor 40 homolog A (Fas ligand-associated factor 1) (Formin-binding protein 11) (Formin-binding protein 3) (Huntingtin yeast partner A) (Huntingtin-interacting protein 10) (HIP-10) (Huntingtin-interacting protein A) (Renal carcinoma antigen NY-REN-6)	PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225	cell division [GO:0051301]; cell migration [GO:0016477]; cytoskeleton organization [GO:0007010]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; regulation of cell shape [GO:0008360]; regulation of cytokinesis [GO:0032465]
O75475	reviewed	PSIP1_HUMAN	PC4 and SFRS1-interacting protein (CLL-associated antigen KW-7) (Dense fine speckles 70 kDa protein) (DFS 70) (Lens epithelium-derived growth factor) (Transcriptional coactivator p75/p52)	PSIP1 DFS70 LEDGF PSIP2	chromatin remodeling [GO:0006338]; mRNA 5'-splice site recognition [GO:0000395]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to heat [GO:0009408]; response to oxidative stress [GO:0006979]
O75494	reviewed	SRS10_HUMAN	Serine/arginine-rich splicing factor 10 (40 kDa SR-repressor protein) (SRrp40) (FUS-interacting serine-arginine-rich protein 1) (Splicing factor SRp38) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)	SRSF10 FUSIP1 FUSIP2 SFRS13A TASR	cytosolic transport [GO:0016482]; mRNA splice site recognition [GO:0006376]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; regulation of DNA-templated transcription [GO:0006355]; regulation of mRNA splicing, via spliceosome [GO:0048024]; RNA splicing, via transesterification reactions [GO:0000375]; spliceosomal tri-snRNP complex assembly [GO:0000244]
O75533	reviewed	SF3B1_HUMAN	Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)	SF3B1 SAP155	chromatin remodeling [GO:0006338]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of transcription by RNA polymerase I [GO:0045943]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription by RNA polymerase III [GO:0045945]; RNA splicing [GO:0008380]; RNA splicing, via transesterification reactions [GO:0000375]; spliceosomal complex assembly [GO:0000245]; U2-type prespliceosome assembly [GO:1903241]
O75554	reviewed	WBP4_HUMAN	WW domain-binding protein 4 (WBP-4) (Formin-binding protein 21) (WW domain-containing-binding protein 4)	WBP4 FBP21 FNBP21	mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]
O75643	reviewed	U520_HUMAN	U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD)	SNRNP200 ASCC3L1 BRR2 HELIC2 KIAA0788	cis assembly of pre-catalytic spliceosome [GO:0000354]; mRNA splicing, via spliceosome [GO:0000398]; osteoblast differentiation [GO:0001649]; spliceosome conformational change to release U4 (or U4atac) and U1 (or U11) [GO:0000388]
O75934	reviewed	SPF27_HUMAN	Pre-mRNA-splicing factor SPF27 (Breast carcinoma-amplified sequence 2) (DNA amplified in mammary carcinoma 1 protein) (Spliceosome-associated protein SPF 27)	BCAS2 DAM1	mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]; RNA splicing, via transesterification reactions [GO:0000375]
O94906	reviewed	PRP6_HUMAN	Pre-mRNA-processing factor 6 (Androgen receptor N-terminal domain-transactivating protein 1) (ANT-1) (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein)	PRPF6 C20orf14	mRNA splicing, via spliceosome [GO:0000398]; positive regulation of transcription by RNA polymerase II [GO:0045944]; RNA localization [GO:0006403]; RNA splicing [GO:0008380]; RNA splicing, via transesterification reactions [GO:0000375]; spliceosomal complex assembly [GO:0000245]; spliceosomal tri-snRNP complex assembly [GO:0000244]
O95232	reviewed	LC7L3_HUMAN	Luc7-like protein 3 (Cisplatin resistance-associated-overexpressed protein) (Luc7A) (Okadaic acid-inducible phosphoprotein OA48-18) (cAMP regulatory element-associated protein 1) (CRE-associated protein 1) (CREAP-1)	LUC7L3 CREAP1 CROP O48	mRNA splice site recognition [GO:0006376]; RNA splicing [GO:0008380]
O95319	reviewed	CELF2_HUMAN	CUGBP Elav-like family member 2 (CELF-2) (Bruno-like protein 3) (CUG triplet repeat RNA-binding protein 2) (CUG-BP2) (CUG-BP- and ETR-3-like factor 2) (ELAV-type RNA-binding protein 3) (ETR-3) (Neuroblastoma apoptosis-related RNA-binding protein) (hNAPOR) (RNA-binding protein BRUNOL-3)	CELF2 BRUNOL3 CUGBP2 ETR3 NAPOR	mRNA splice site recognition [GO:0006376]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of heart contraction [GO:0008016]; RNA processing [GO:0006396]
O95391	reviewed	SLU7_HUMAN	Pre-mRNA-splicing factor SLU7 (hSlu7)	SLU7	alternative mRNA splicing, via spliceosome [GO:0000380]; cellular response to heat [GO:0034605]; intracellular protein transport [GO:0006886]; mRNA 3'-splice site recognition [GO:0000389]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]; RNA splicing, via transesterification reactions [GO:0000375]
O95400	reviewed	CD2B2_HUMAN	CD2 antigen cytoplasmic tail-binding protein 2 (CD2 cytoplasmic domain-binding protein 2) (CD2 tail-binding protein 2) (U5 snRNP 52K protein) (U5-52K)	CD2BP2 KIAA1178	spliceosomal tri-snRNP complex assembly [GO:0000244]
O95777	reviewed	LSM8_HUMAN	U6 snRNA-associated Sm-like protein LSm8	LSM8	mRNA splicing, via spliceosome [GO:0000398]
O95926	reviewed	SYF2_HUMAN	Pre-mRNA-splicing factor SYF2 (CCNDBP1-interactor) (p29)	SYF2 CBPIN GCIPIP	embryonic organ development [GO:0048568]; gastrulation [GO:0007369]; in utero embryonic development [GO:0001701]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of cell population proliferation [GO:0008284]
P07910	reviewed	HNRPC_HUMAN	Heterogeneous nuclear ribonucleoproteins C1/C2 (hnRNP C1/C2)	HNRNPC HNRPC	3'-UTR-mediated mRNA stabilization [GO:0070935]; chromatin remodeling [GO:0006338]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of telomere maintenance via telomerase [GO:0032211]; osteoblast differentiation [GO:0001649]; RNA splicing [GO:0008380]
P08579	reviewed	RU2B_HUMAN	U2 small nuclear ribonucleoprotein B'' (U2 snRNP B'')	SNRPB2	mRNA splicing, via spliceosome [GO:0000398]; U2-type prespliceosome assembly [GO:1903241]
P08621	reviewed	RU17_HUMAN	U1 small nuclear ribonucleoprotein 70 kDa (U1 snRNP 70 kDa) (U1-70K) (snRNP70)	SNRNP70 RNPU1Z RPU1 SNRP70 U1AP1	mRNA splicing, via spliceosome [GO:0000398]; negative regulation of chaperone-mediated autophagy [GO:1904715]; negative regulation of protein refolding [GO:0061084]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; regulation of ATP-dependent activity [GO:0043462]; regulation of RNA splicing [GO:0043484]
P09012	reviewed	SNRPA_HUMAN	U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A)	SNRPA	mRNA splicing, via spliceosome [GO:0000398]
P09234	reviewed	RU1C_HUMAN	U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C)	SNRPC	mRNA 5'-splice site recognition [GO:0000395]; mRNA splicing, via spliceosome [GO:0000398]; spliceosomal snRNP assembly [GO:0000387]
P09651	reviewed	ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed]	HNRNPA1 HNRPA1	cellular response to glucose starvation [GO:0042149]; cellular response to sodium arsenite [GO:1903936]; import into nucleus [GO:0051170]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transport [GO:0051028]; negative regulation of telomere maintenance via telomerase [GO:0032211]; nuclear export [GO:0051168]; positive regulation of telomere maintenance via telomerase [GO:0032212]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of RNA splicing [GO:0043484]; RNA export from nucleus [GO:0006405]
P09661	reviewed	RU2A_HUMAN	U2 small nuclear ribonucleoprotein A' (U2 snRNP A')	SNRPA1	mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]; spermatogenesis [GO:0007283]; U2-type prespliceosome assembly [GO:1903241]
P11142	reviewed	HSP7C_HUMAN	Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8) (Heat shock protein family A member 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1)	HSPA8 HSC70 HSP73 HSPA10	ATP metabolic process [GO:0046034]; cellular response to cadmium ion [GO:0071276]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to starvation [GO:0009267]; cellular response to steroid hormone stimulus [GO:0071383]; cerebellum development [GO:0021549]; chaperone cofactor-dependent protein refolding [GO:0051085]; chaperone-mediated autophagy [GO:0061684]; chaperone-mediated autophagy translocation complex disassembly [GO:1904764]; clathrin coat disassembly [GO:0072318]; estrous cycle [GO:0044849]; forebrain development [GO:0030900]; G1/S transition of mitotic cell cycle [GO:0000082]; kidney development [GO:0001822]; late endosomal microautophagy [GO:0061738]; maintenance of postsynaptic specialization structure [GO:0098880]; membrane organization [GO:0061024]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of supramolecular fiber organization [GO:1902904]; positive regulation by host of viral genome replication [GO:0044829]; positive regulation of lysosomal membrane permeability [GO:0097214]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; positive regulation of phagocytosis [GO:0050766]; positive regulation of protein refolding [GO:1904592]; positive regulation of proteolysis [GO:0045862]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; protein folding [GO:0006457]; protein import into nucleus [GO:0006606]; protein refolding [GO:0042026]; protein targeting to lysosome involved in chaperone-mediated autophagy [GO:0061740]; protein transmembrane import into intracellular organelle [GO:0044743]; regulation of cell cycle [GO:0051726]; regulation of postsynapse organization [GO:0099175]; regulation of protein complex stability [GO:0061635]; regulation of protein import [GO:1904589]; regulation of protein stability [GO:0031647]; regulation of protein-containing complex assembly [GO:0043254]; response to activity [GO:0014823]; response to estradiol [GO:0032355]; response to ethanol [GO:0045471]; response to nickel cation [GO:0010045]; response to odorant [GO:1990834]; response to progesterone [GO:0032570]; response to unfolded protein [GO:0006986]; response to xenobiotic stimulus [GO:0009410]; skeletal muscle tissue development [GO:0007519]; slow axonal transport [GO:1990832]; synaptic vesicle uncoating [GO:0016191]
P11940	reviewed	PABP1_HUMAN	Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)	PABPC1 PAB1 PABP PABP1 PABPC2	CRD-mediated mRNA stabilization [GO:0070934]; mRNA splicing, via spliceosome [GO:0000398]; mRNA stabilization [GO:0048255]; negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900152]; negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000623]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of cytoplasmic translation [GO:2000767]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; positive regulation of viral genome replication [GO:0045070]; regulatory ncRNA-mediated gene silencing [GO:0031047]
P13994	reviewed	YJU2B_HUMAN	Probable splicing factor YJU2B (Coiled-coil domain-containing protein 130)	YJU2B CCDC130 SB115	mRNA splicing, via spliceosome [GO:0000398]; response to virus [GO:0009615]; RNA splicing [GO:0008380]
P14678	reviewed	RSMB_HUMAN	Small nuclear ribonucleoprotein-associated proteins B and B' (snRNP-B) (Sm protein B/B') (Sm-B/B') (SmB/B')	SNRPB COD SNRPB1	7-methylguanosine cap hypermethylation [GO:0036261]; mRNA splicing, via spliceosome [GO:0000398]; protein methylation [GO:0006479]; RNA splicing [GO:0008380]; spliceosomal snRNP assembly [GO:0000387]; U2-type prespliceosome assembly [GO:1903241]
P16383	reviewed	GCFC2_HUMAN	Intron Large complex component GCFC2 (GC-rich sequence DNA-binding factor) (GC-rich sequence DNA-binding factor 2) (Transcription factor 9) (TCF-9)	GCFC2 C2orf3 GCF TCF9	mRNA splicing, via spliceosome [GO:0000398]; spliceosomal complex assembly [GO:0000245]
P17844	reviewed	DDX5_HUMAN	Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box protein 5) (RNA helicase p68)	DDX5 G17P1 HELR HLR1	alternative mRNA splicing, via spliceosome [GO:0000380]; androgen receptor signaling pathway [GO:0030521]; BMP signaling pathway [GO:0030509]; epithelial to mesenchymal transition [GO:0001837]; intracellular estrogen receptor signaling pathway [GO:0030520]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; miRNA transcription [GO:0061614]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transcription [GO:0009299]; myoblast differentiation [GO:0045445]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nuclear-transcribed mRNA catabolic process [GO:0000956]; positive regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043517]; primary miRNA processing [GO:0031053]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of androgen receptor signaling pathway [GO:0060765]; regulation of osteoblast differentiation [GO:0045667]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of viral genome replication [GO:0045069]; rhythmic process [GO:0048511]
P22626	reviewed	ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1)	HNRNPA2B1 HNRPA2B1	G-quadruplex DNA unwinding [GO:0044806]; miRNA transport [GO:1990428]; mRNA export from nucleus [GO:0006406]; mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transport [GO:0051028]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of telomerase RNA reverse transcriptase activity [GO:1905663]; positive regulation of telomere maintenance via telomere lengthening [GO:1904358]; primary miRNA processing [GO:0031053]; RNA transport [GO:0050658]
P23246	reviewed	SFPQ_HUMAN	Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein) (hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)	SFPQ PSF	activation of innate immune response [GO:0002218]; alternative mRNA splicing, via spliceosome [GO:0000380]; chromatin remodeling [GO:0006338]; double-strand break repair via homologous recombination [GO:0000724]; innate immune response [GO:0045087]; mRNA processing [GO:0006397]; negative regulation of circadian rhythm [GO:0042754]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902177]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of circadian rhythm [GO:0042752]; regulation of DNA-templated transcription [GO:0006355]; rhythmic process [GO:0048511]; RNA splicing [GO:0008380]
P26368	reviewed	U2AF2_HUMAN	Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (hU2AF(65)) (hU2AF65) (U2 snRNP auxiliary factor large subunit)	U2AF2 U2AF65	mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; negative regulation of protein ubiquitination [GO:0031397]; positive regulation of RNA splicing [GO:0033120]; spliceosomal complex assembly [GO:0000245]
P31942	reviewed	HNRH3_HUMAN	Heterogeneous nuclear ribonucleoprotein H3 (hnRNP H3) (Heterogeneous nuclear ribonucleoprotein 2H9) (hnRNP 2H9)	HNRNPH3 HNRPH3	epithelial cell differentiation [GO:0030855]; mRNA splicing, via spliceosome [GO:0000398]; regulation of RNA splicing [GO:0043484]; RNA processing [GO:0006396]; RNA splicing [GO:0008380]
P31943	reviewed	HNRH1_HUMAN	Heterogeneous nuclear ribonucleoprotein H (hnRNP H) [Cleaved into: Heterogeneous nuclear ribonucleoprotein H, N-terminally processed]	HNRNPH1 HNRPH HNRPH1	mRNA splicing, via spliceosome [GO:0000398]; regulation of RNA splicing [GO:0043484]; RNA processing [GO:0006396]
P38159	reviewed	RBMX_HUMAN	RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	RBMX HNRPG RBMXP1	cellular response to interleukin-1 [GO:0071347]; membrane protein ectodomain proteolysis [GO:0006509]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; osteoblast differentiation [GO:0001649]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein homooligomerization [GO:0051260]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; transcription by RNA polymerase II [GO:0006366]
P38432	reviewed	COIL_HUMAN	Coilin (p80-coilin)	COIL CLN80	spliceosomal snRNP assembly [GO:0000387]
