Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (biological process)
P04049	reviewed	RAF1_HUMAN	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (Proto-oncogene c-RAF) (cRaf) (Raf-1)	RAF1 RAF	activation of adenylate cyclase activity [GO:0007190]; apoptotic process [GO:0006915]; death-inducing signaling complex assembly [GO:0071550]; ERBB2-ERBB3 signaling pathway [GO:0038133]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; face development [GO:0060324]; insulin receptor signaling pathway [GO:0008286]; insulin secretion involved in cellular response to glucose stimulus [GO:0035773]; insulin-like growth factor receptor signaling pathway [GO:0048009]; intermediate filament cytoskeleton organization [GO:0045104]; MAPK cascade [GO:0000165]; myelination [GO:0042552]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of protein-containing complex assembly [GO:0031333]; neurotrophin TRK receptor signaling pathway [GO:0048011]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein phosphorylation [GO:0006468]; regulation of apoptotic process [GO:0042981]; regulation of cell differentiation [GO:0045595]; regulation of cell motility [GO:2000145]; regulation of Rho protein signal transduction [GO:0035023]; response to muscle stretch [GO:0035994]; Schwann cell development [GO:0014044]; signal transduction [GO:0007165]; somatic stem cell population maintenance [GO:0035019]; thymus development [GO:0048538]; thyroid gland development [GO:0030878]; type B pancreatic cell proliferation [GO:0044342]; type II interferon-mediated signaling pathway [GO:0060333]; wound healing [GO:0042060]
P04054	reviewed	PA21B_HUMAN	Phospholipase A2 (EC 3.1.1.4) (Group IB phospholipase A2) (Phosphatidylcholine 2-acylhydrolase 1B)	PLA2G1B PLA2 PLA2A PPLA2	actin filament organization [GO:0007015]; activation of phospholipase A2 activity [GO:0032431]; antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; arachidonic acid secretion [GO:0050482]; cellular response to insulin stimulus [GO:0032869]; defense response to Gram-positive bacterium [GO:0050830]; fatty acid biosynthetic process [GO:0006633]; innate immune response in mucosa [GO:0002227]; intracellular signal transduction [GO:0035556]; leukotriene biosynthetic process [GO:0019370]; lipid catabolic process [GO:0016042]; neutrophil chemotaxis [GO:0030593]; neutrophil mediated immunity [GO:0002446]; phosphatidylcholine metabolic process [GO:0046470]; phosphatidylglycerol metabolic process [GO:0046471]; phospholipid metabolic process [GO:0006644]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of immune response [GO:0050778]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of podocyte apoptotic process [GO:1904635]; positive regulation of protein secretion [GO:0050714]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of glucose import [GO:0046324]; signal transduction [GO:0007165]
P04150	reviewed	GCR_HUMAN	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	NR3C1 GRL	adrenal gland development [GO:0030325]; apoptotic process [GO:0006915]; astrocyte differentiation [GO:0048708]; cell division [GO:0051301]; cellular response to dexamethasone stimulus [GO:0071549]; cellular response to glucocorticoid stimulus [GO:0071385]; cellular response to steroid hormone stimulus [GO:0071383]; cellular response to transforming growth factor beta stimulus [GO:0071560]; chromatin organization [GO:0006325]; chromosome segregation [GO:0007059]; gene expression [GO:0010467]; glucocorticoid metabolic process [GO:0008211]; intracellular steroid hormone receptor signaling pathway [GO:0030518]; mammary gland duct morphogenesis [GO:0060603]; maternal behavior [GO:0042711]; microglia differentiation [GO:0014004]; motor behavior [GO:0061744]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuroinflammatory response [GO:0150076]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA-templated transcription [GO:0006355]; regulation of glucocorticoid biosynthetic process [GO:0031946]; regulation of gluconeogenesis [GO:0006111]; regulation of transcription by RNA polymerase II [GO:0006357]; signal transduction [GO:0007165]; synaptic transmission, glutamatergic [GO:0035249]
P04198	reviewed	MYCN_HUMAN	N-myc proto-oncogene protein (Class E basic helix-loop-helix protein 37) (bHLHe37)	MYCN BHLHE37 NMYC	negative regulation of gene expression [GO:0010629]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gene expression [GO:0010628]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
P04628	reviewed	WNT1_HUMAN	Proto-oncogene Wnt-1 (Proto-oncogene Int-1 homolog)	WNT1 INT1	animal organ regeneration [GO:0031100]; astrocyte-dopaminergic neuron signaling [GO:0036520]; bone development [GO:0060348]; branching involved in ureteric bud morphogenesis [GO:0001658]; canonical Wnt signaling pathway [GO:0060070]; cell fate commitment [GO:0045165]; cell proliferation in midbrain [GO:0033278]; cell-cell signaling [GO:0007267]; cellular response to peptide hormone stimulus [GO:0071375]; central nervous system morphogenesis [GO:0021551]; cerebellum formation [GO:0021588]; diencephalon development [GO:0021536]; embryonic axis specification [GO:0000578]; embryonic brain development [GO:1990403]; fat cell differentiation [GO:0045444]; forebrain anterior/posterior pattern specification [GO:0021797]; hematopoietic stem cell proliferation [GO:0071425]; hepatocyte differentiation [GO:0070365]; inner ear morphogenesis [GO:0042472]; midbrain development [GO:0030901]; midbrain dopaminergic neuron differentiation [GO:1904948]; midbrain-hindbrain boundary maturation during brain development [GO:0022004]; myoblast fusion [GO:0007520]; negative regulation of apoptotic process [GO:0043066]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of cell-cell adhesion [GO:0022408]; negative regulation of cell-substrate adhesion [GO:0010812]; negative regulation of cellular senescence [GO:2000773]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway [GO:1903377]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; negative regulation of ubiquitin-dependent protein catabolic process [GO:2000059]; neuron differentiation [GO:0030182]; neuron fate determination [GO:0048664]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of dermatome development [GO:0061184]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of hematopoietic stem cell proliferation [GO:1902035]; positive regulation of insulin-like growth factor receptor signaling pathway [GO:0043568]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to wounding [GO:0009611]; signal transduction in response to DNA damage [GO:0042770]; Spemann organizer formation [GO:0060061]; spinal cord association neuron differentiation [GO:0021527]; T cell differentiation in thymus [GO:0033077]; Wnt signaling pathway [GO:0016055]
P04637	reviewed	P53_HUMAN	Cellular tumor antigen p53 (Antigen NY-CO-13) (Phosphoprotein p53) (Tumor suppressor p53)	TP53 P53	autophagy [GO:0006914]; B cell lineage commitment [GO:0002326]; bone marrow development [GO:0048539]; cardiac muscle cell apoptotic process [GO:0010659]; cardiac septum morphogenesis [GO:0060411]; cellular response to actinomycin D [GO:0072717]; cellular response to gamma radiation [GO:0071480]; cellular response to glucose starvation [GO:0042149]; cellular response to hypoxia [GO:0071456]; cellular response to ionizing radiation [GO:0071479]; cellular response to UV [GO:0034644]; cellular response to UV-C [GO:0071494]; cellular response to xenobiotic stimulus [GO:0071466]; cellular senescence [GO:0090398]; cerebellum development [GO:0021549]; chromosome organization [GO:0051276]; circadian behavior [GO:0048512]; determination of adult lifespan [GO:0008340]; DNA damage response [GO:0006974]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator [GO:0006978]; double-strand break repair [GO:0006302]; embryonic organ development [GO:0048568]; entrainment of circadian clock by photoperiod [GO:0043153]; ER overload response [GO:0006983]; fibroblast proliferation [GO:0048144]; gastrulation [GO:0007369]; glial cell proliferation [GO:0014009]; glucose catabolic process to lactate via pyruvate [GO:0019661]; hematopoietic progenitor cell differentiation [GO:0002244]; hematopoietic stem cell differentiation [GO:0060218]; in utero embryonic development [GO:0001701]; intrinsic apoptotic signaling pathway [GO:0097193]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; intrinsic apoptotic signaling pathway in response to hypoxia [GO:1990144]; mitochondrial DNA repair [GO:0043504]; mitophagy [GO:0000423]; mitotic G1 DNA damage checkpoint signaling [GO:0031571]; mRNA transcription [GO:0009299]; multicellular organism growth [GO:0035264]; necroptotic process [GO:0070266]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell growth [GO:0030308]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of DNA replication [GO:0008156]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of G1 to G0 transition [GO:1903451]; negative regulation of glial cell proliferation [GO:0060253]; negative regulation of glucose catabolic process to lactate via pyruvate [GO:1904024]; negative regulation of helicase activity [GO:0051097]; negative regulation of miRNA processing [GO:1903799]; negative regulation of mitophagy [GO:1901525]; negative regulation of neuroblast proliferation [GO:0007406]; negative regulation of pentose-phosphate shunt [GO:1905856]; negative regulation of proteolysis [GO:0045861]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; negative regulation of stem cell proliferation [GO:2000647]; negative regulation of telomere maintenance via telomerase [GO:0032211]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; neuroblast proliferation [GO:0007405]; neuron apoptotic process [GO:0051402]; nucleotide-excision repair [GO:0006289]; oligodendrocyte apoptotic process [GO:0097252]; oxidative stress-induced premature senescence [GO:0090403]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cardiac muscle cell apoptotic process [GO:0010666]; positive regulation of cellular senescence [GO:2000774]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of execution phase of apoptosis [GO:1900119]; positive regulation of gene expression [GO:0010628]; positive regulation of intrinsic apoptotic signaling pathway [GO:2001244]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of mitochondrial membrane permeability [GO:0035794]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of programmed necrotic cell death [GO:0062100]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]; positive regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045899]; positive regulation of thymocyte apoptotic process [GO:0070245]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein import into nucleus [GO:0006606]; protein localization [GO:0008104]; protein stabilization [GO:0050821]; protein tetramerization [GO:0051262]; protein-containing complex assembly [GO:0065003]; Ras protein signal transduction [GO:0007265]; reactive oxygen species metabolic process [GO:0072593]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of cell cycle G2/M phase transition [GO:1902749]; regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043516]; regulation of DNA-templated transcription [GO:0006355]; regulation of fibroblast apoptotic process [GO:2000269]; regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902253]; regulation of mitochondrial membrane permeability involved in apoptotic process [GO:1902108]; regulation of tissue remodeling [GO:0034103]; regulation of transcription by RNA polymerase II [GO:0006357]; release of cytochrome c from mitochondria [GO:0001836]; replicative senescence [GO:0090399]; response to antibiotic [GO:0046677]; response to gamma radiation [GO:0010332]; response to inorganic substance [GO:0010035]; response to ischemia [GO:0002931]; response to salt stress [GO:0009651]; response to X-ray [GO:0010165]; rRNA transcription [GO:0009303]; signal transduction by p53 class mediator [GO:0072331]; somitogenesis [GO:0001756]; stem cell proliferation [GO:0072089]; T cell differentiation in thymus [GO:0033077]; T cell lineage commitment [GO:0002360]; T cell proliferation involved in immune response [GO:0002309]; thymocyte apoptotic process [GO:0070242]; transcription initiation-coupled chromatin remodeling [GO:0045815]; transforming growth factor beta receptor signaling pathway [GO:0007179]; tumor necrosis factor-mediated signaling pathway [GO:0033209]; type II interferon-mediated signaling pathway [GO:0060333]; viral process [GO:0016032]
P05019	reviewed	IGF1_HUMAN	Insulin-like growth factor I (IGF-I) (Mechano growth factor) (MGF) (Somatomedin-C)	IGF1 IBP1	activation of protein kinase B activity [GO:0032148]; bone mineralization involved in bone maturation [GO:0035630]; cell activation [GO:0001775]; cell population proliferation [GO:0008283]; cellular response to amyloid-beta [GO:1904646]; epithelial to mesenchymal transition [GO:0001837]; glycolate metabolic process [GO:0009441]; insulin-like growth factor receptor signaling pathway [GO:0048009]; muscle hypertrophy [GO:0014896]; muscle organ development [GO:0007517]; myoblast differentiation [GO:0045445]; myoblast proliferation [GO:0051450]; myotube cell development [GO:0014904]; negative regulation of amyloid-beta formation [GO:1902430]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of gene expression [GO:0010629]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of neuroinflammatory response [GO:0150079]; negative regulation of oocyte development [GO:0060283]; negative regulation of release of cytochrome c from mitochondria [GO:0090201]; negative regulation of smooth muscle cell apoptotic process [GO:0034392]; negative regulation of tumor necrosis factor production [GO:0032720]; negative regulation of vascular associated smooth muscle cell apoptotic process [GO:1905460]; positive regulation of activated T cell proliferation [GO:0042104]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of cell growth involved in cardiac muscle cell development [GO:0061051]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA binding [GO:0043388]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of epithelial cell proliferation [GO:0050679]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of gene expression [GO:0010628]; positive regulation of glucose import [GO:0046326]; positive regulation of glycogen biosynthetic process [GO:0045725]; positive regulation of glycolytic process [GO:0045821]; positive regulation of glycoprotein biosynthetic process [GO:0010560]; positive regulation of insulin-like growth factor receptor signaling pathway [GO:0043568]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of mitotic nuclear division [GO:0045840]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein secretion [GO:0050714]; positive regulation of Ras protein signal transduction [GO:0046579]; positive regulation of smooth muscle cell migration [GO:0014911]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription regulatory region DNA binding [GO:2000679]; positive regulation of trophectodermal cell proliferation [GO:1904075]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; protein stabilization [GO:0050821]; proteoglycan biosynthetic process [GO:0030166]; Ras protein signal transduction [GO:0007265]; regulation of gene expression [GO:0010468]; regulation of protein phosphorylation [GO:0001932]; response to heat [GO:0009408]; signal transduction [GO:0007165]; skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration [GO:0014834]; skeletal system development [GO:0001501]; wound healing [GO:0042060]
P05067	reviewed	A4_HUMAN	Amyloid-beta precursor protein (APP) (ABPP) (APPI) (Alzheimer disease amyloid A4 protein homolog) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta (A4) precursor protein) (Amyloid-beta A4 protein) (Cerebral vascular amyloid peptide) (CVAP) (PreA4) (Protease nexin-II) (PN-II) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (Amyloid intracellular domain 59) (AICD-59) (AID(59)) (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (Amyloid intracellular domain 57) (AICD-57) (AID(57)) (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Amyloid intracellular domain 50) (AICD-50) (AID(50)) (Gamma-CTF(50)); C31]	APP A4 AD1	adult locomotory behavior [GO:0008344]; amyloid fibril formation [GO:1990000]; astrocyte activation [GO:0048143]; astrocyte activation involved in immune response [GO:0002265]; axo-dendritic transport [GO:0008088]; axon midline choice point recognition [GO:0016199]; axonogenesis [GO:0007409]; cell adhesion [GO:0007155]; cellular response to amyloid-beta [GO:1904646]; central nervous system development [GO:0007417]; cholesterol metabolic process [GO:0008203]; cognition [GO:0050890]; collateral sprouting in absence of injury [GO:0048669]; cytosolic mRNA polyadenylation [GO:0180011]; dendrite development [GO:0016358]; endocytosis [GO:0006897]; extracellular matrix organization [GO:0030198]; forebrain development [GO:0030900]; G2/M transition of mitotic cell cycle [GO:0000086]; intracellular copper ion homeostasis [GO:0006878]; ionotropic glutamate receptor signaling pathway [GO:0035235]; learning [GO:0007612]; learning or memory [GO:0007611]; locomotory behavior [GO:0007626]; mating behavior [GO:0007617]; microglia development [GO:0014005]; microglial cell activation [GO:0001774]; modulation of excitatory postsynaptic potential [GO:0098815]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of gene expression [GO:0010629]; negative regulation of long-term synaptic potentiation [GO:1900272]; negative regulation of neuron differentiation [GO:0045665]; neuromuscular process controlling balance [GO:0050885]; neuron apoptotic process [GO:0051402]; neuron cellular homeostasis [GO:0070050]; neuron projection development [GO:0031175]; neuron projection maintenance [GO:1990535]; neuron remodeling [GO:0016322]; NMDA selective glutamate receptor signaling pathway [GO:0098989]; Notch signaling pathway [GO:0007219]; positive regulation of amyloid fibril formation [GO:1905908]; positive regulation of calcium-mediated signaling [GO:0050850]; positive regulation of chemokine production [GO:0032722]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of gene expression [GO:0010628]; positive regulation of glycolytic process [GO:0045821]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of JNK cascade [GO:0046330]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; positive regulation of protein metabolic process [GO:0051247]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of T cell migration [GO:2000406]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; protein phosphorylation [GO:0006468]; regulation of epidermal growth factor-activated receptor activity [GO:0007176]; regulation of gene expression [GO:0010468]; regulation of long-term neuronal synaptic plasticity [GO:0048169]; regulation of multicellular organism growth [GO:0040014]; regulation of peptidyl-tyrosine phosphorylation [GO:0050730]; regulation of presynapse assembly [GO:1905606]; regulation of spontaneous synaptic transmission [GO:0150003]; regulation of synapse structure or activity [GO:0050803]; regulation of translation [GO:0006417]; regulation of Wnt signaling pathway [GO:0030111]; response to interleukin-1 [GO:0070555]; response to oxidative stress [GO:0006979]; smooth endoplasmic reticulum calcium ion homeostasis [GO:0051563]; suckling behavior [GO:0001967]; synapse organization [GO:0050808]; synaptic assembly at neuromuscular junction [GO:0051124]; visual learning [GO:0008542]
P05112	reviewed	IL4_HUMAN	Interleukin-4 (IL-4) (B-cell stimulatory factor 1) (BSF-1) (Binetrakin) (Lymphocyte stimulatory factor 1) (Pitrakinra)	IL4	activation of Janus kinase activity [GO:0042976]; B cell differentiation [GO:0030183]; cholesterol metabolic process [GO:0008203]; dendritic cell differentiation [GO:0097028]; immune response [GO:0006955]; interleukin-4-mediated signaling pathway [GO:0035771]; macrophage activation [GO:0042116]; myeloid dendritic cell differentiation [GO:0043011]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cellular response to transforming growth factor beta stimulus [GO:1903845]; negative regulation of complement-dependent cytotoxicity [GO:1903660]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of epithelial cell migration [GO:0010633]; negative regulation of inflammatory response [GO:0050728]; negative regulation of neuroinflammatory response [GO:0150079]; negative regulation of osteoclast differentiation [GO:0045671]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of tumor necrosis factor production [GO:0032720]; neuroinflammatory response [GO:0150076]; positive regulation of amyloid-beta clearance [GO:1900223]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of B cell proliferation [GO:0030890]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cellular respiration [GO:1901857]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gene expression [GO:0010628]; positive regulation of interleukin-10 production [GO:0032733]; positive regulation of interleukin-13 production [GO:0032736]; positive regulation of isotype switching to IgE isotypes [GO:0048295]; positive regulation of isotype switching to IgG isotypes [GO:0048304]; positive regulation of macroautophagy [GO:0016239]; positive regulation of MHC class II biosynthetic process [GO:0045348]; positive regulation of receptor-mediated endocytosis [GO:0048260]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of T-helper 2 cell cytokine production [GO:2000553]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; regulation of immune response [GO:0050776]; regulation of isotype switching [GO:0045191]; regulation of phosphorylation [GO:0042325]; T cell activation [GO:0042110]; type 2 immune response [GO:0042092]
P05230	reviewed	FGF1_HUMAN	Fibroblast growth factor 1 (FGF-1) (Acidic fibroblast growth factor) (aFGF) (Endothelial cell growth factor) (ECGF) (Heparin-binding growth factor 1) (HBGF-1)	FGF1 FGFA	activation of protein kinase B activity [GO:0032148]; anatomical structure morphogenesis [GO:0009653]; angiogenesis [GO:0001525]; animal organ morphogenesis [GO:0009887]; branch elongation involved in ureteric bud branching [GO:0060681]; cell differentiation [GO:0030154]; cellular response to heat [GO:0034605]; epithelial cell proliferation [GO:0050673]; fibroblast growth factor receptor signaling pathway [GO:0008543]; lung development [GO:0030324]; mesonephric epithelium development [GO:0072163]; organ induction [GO:0001759]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell division [GO:0051781]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cholesterol biosynthetic process [GO:0045542]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of gene expression [GO:0010628]; positive regulation of hepatocyte proliferation [GO:2000347]; positive regulation of intracellular signal transduction [GO:1902533]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of sprouting angiogenesis [GO:1903672]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell migration [GO:0030334]; regulation of endothelial cell chemotaxis to fibroblast growth factor [GO:2000544]; regulation of endothelial tube morphogenesis [GO:1901509]; signal transduction [GO:0007165]; wound healing [GO:0042060]
