Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (biological process)
P10586	reviewed	PTPRF_HUMAN	Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR)	PTPRF LAR	cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell surface receptor protein tyrosine phosphatase signaling pathway [GO:0007185]; negative regulation of receptor binding [GO:1900121]; neuron projection regeneration [GO:0031102]; peptidyl-tyrosine dephosphorylation [GO:0035335]; regulation of axon regeneration [GO:0048679]; synaptic membrane adhesion [GO:0099560]
P10721	reviewed	KIT_HUMAN	Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Piebald trait protein) (PBT) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (p145 c-kit) (v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog) (CD antigen CD117)	KIT SCFR	actin cytoskeleton organization [GO:0030036]; B cell differentiation [GO:0030183]; cell chemotaxis [GO:0060326]; cytokine-mediated signaling pathway [GO:0019221]; detection of mechanical stimulus involved in sensory perception of sound [GO:0050910]; digestive tract development [GO:0048565]; ectopic germ cell programmed cell death [GO:0035234]; embryonic hemopoiesis [GO:0035162]; epithelial cell proliferation [GO:0050673]; erythrocyte differentiation [GO:0030218]; erythropoietin-mediated signaling pathway [GO:0038162]; Fc receptor signaling pathway [GO:0038093]; germ cell migration [GO:0008354]; glycosphingolipid metabolic process [GO:0006687]; hematopoietic progenitor cell differentiation [GO:0002244]; hematopoietic stem cell migration [GO:0035701]; hemopoiesis [GO:0030097]; immature B cell differentiation [GO:0002327]; inflammatory response [GO:0006954]; intracellular signal transduction [GO:0035556]; Kit signaling pathway [GO:0038109]; lamellipodium assembly [GO:0030032]; lymphoid progenitor cell differentiation [GO:0002320]; male gonad development [GO:0008584]; mast cell chemotaxis [GO:0002551]; mast cell degranulation [GO:0043303]; mast cell differentiation [GO:0060374]; mast cell proliferation [GO:0070662]; megakaryocyte development [GO:0035855]; melanocyte adhesion [GO:0097326]; melanocyte differentiation [GO:0030318]; melanocyte migration [GO:0097324]; myeloid progenitor cell differentiation [GO:0002318]; negative regulation of developmental process [GO:0051093]; negative regulation of programmed cell death [GO:0043069]; negative regulation of reproductive process [GO:2000242]; ovarian follicle development [GO:0001541]; pigmentation [GO:0043473]; positive regulation of cell migration [GO:0030335]; positive regulation of colon smooth muscle contraction [GO:1904343]; positive regulation of dendritic cell cytokine production [GO:0002732]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of long-term neuronal synaptic plasticity [GO:0048170]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of mast cell cytokine production [GO:0032765]; positive regulation of mast cell proliferation [GO:0070668]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of phospholipase C activity [GO:0010863]; positive regulation of pseudopodium assembly [GO:0031274]; positive regulation of pyloric antrum smooth muscle contraction [GO:0120072]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; positive regulation of small intestine smooth muscle contraction [GO:1904349]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; positive regulation of vascular associated smooth muscle cell differentiation [GO:1905065]; protein autophosphorylation [GO:0046777]; regulation of bile acid metabolic process [GO:1904251]; regulation of cell population proliferation [GO:0042127]; regulation of cell shape [GO:0008360]; response to cadmium ion [GO:0046686]; signal transduction [GO:0007165]; somatic stem cell population maintenance [GO:0035019]; spermatid development [GO:0007286]; spermatogenesis [GO:0007283]; stem cell differentiation [GO:0048863]; stem cell population maintenance [GO:0019827]; T cell differentiation [GO:0030217]; tongue development [GO:0043586]; visual learning [GO:0008542]
P11215	reviewed	ITAM_HUMAN	Integrin alpha-M (CD11 antigen-like family member B) (CR-3 alpha chain) (Cell surface glycoprotein MAC-1 subunit alpha) (Leukocyte adhesion receptor MO1) (Neutrophil adherence receptor) (CD antigen CD11b)	ITGAM CD11B CR3A	amyloid-beta clearance [GO:0097242]; cell adhesion [GO:0007155]; cell adhesion mediated by integrin [GO:0033627]; cell-cell adhesion [GO:0098609]; cell-cell adhesion via plasma-membrane adhesion molecules [GO:0098742]; cell-matrix adhesion [GO:0007160]; complement receptor mediated signaling pathway [GO:0002430]; complement-mediated synapse pruning [GO:0150062]; ectodermal cell differentiation [GO:0010668]; forebrain development [GO:0030900]; heterotypic cell-cell adhesion [GO:0034113]; innate immune response [GO:0045087]; integrin-mediated signaling pathway [GO:0007229]; microglial cell activation [GO:0001774]; negative regulation of dopamine metabolic process [GO:0045963]; phagocytosis, engulfment [GO:0006911]; positive regulation of microglial cell mediated cytotoxicity [GO:1904151]; positive regulation of neutrophil degranulation [GO:0043315]; positive regulation of prostaglandin-E synthase activity [GO:2000363]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of superoxide anion generation [GO:0032930]; receptor-mediated endocytosis [GO:0006898]; response to curcumin [GO:1904643]; response to estradiol [GO:0032355]; response to Gram-positive bacterium [GO:0140459]; response to ischemia [GO:0002931]; response to mechanical stimulus [GO:0009612]; vertebrate eye-specific patterning [GO:0150064]
P11831	reviewed	SRF_HUMAN	Serum response factor (SRF)	SRF	actin cytoskeleton organization [GO:0030036]; angiogenesis involved in wound healing [GO:0060055]; associative learning [GO:0008306]; axon extension [GO:0048675]; bicellular tight junction assembly [GO:0070830]; branching involved in blood vessel morphogenesis [GO:0001569]; bronchus cartilage development [GO:0060532]; cardiac muscle cell myoblast differentiation [GO:0060379]; cardiac myofibril assembly [GO:0055003]; cardiac vascular smooth muscle cell differentiation [GO:0060947]; cell migration involved in sprouting angiogenesis [GO:0002042]; cell-matrix adhesion [GO:0007160]; cellular response to glucose stimulus [GO:0071333]; cellular senescence [GO:0090398]; dorsal aorta morphogenesis [GO:0035912]; epithelial cell-cell adhesion [GO:0090136]; epithelial structure maintenance [GO:0010669]; erythrocyte development [GO:0048821]; establishment of skin barrier [GO:0061436]; eyelid development in camera-type eye [GO:0061029]; face development [GO:0060324]; filopodium assembly [GO:0046847]; heart development [GO:0007507]; heart looping [GO:0001947]; heart trabecula formation [GO:0060347]; hematopoietic stem cell differentiation [GO:0060218]; hippocampus development [GO:0021766]; long-term memory [GO:0007616]; long-term synaptic depression [GO:0060292]; lung morphogenesis [GO:0060425]; lung smooth muscle development [GO:0061145]; megakaryocyte development [GO:0035855]; mesoderm formation [GO:0001707]; morphogenesis of an epithelial sheet [GO:0002011]; muscle cell cellular homeostasis [GO:0046716]; negative regulation of amyloid-beta clearance [GO:1900222]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of miRNA transcription [GO:1902894]; neuron development [GO:0048666]; neuron migration [GO:0001764]; platelet activation [GO:0030168]; platelet formation [GO:0030220]; positive regulation of axon extension [GO:0045773]; positive regulation of cell differentiation [GO:0045597]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of smooth muscle contraction [GO:0045987]; positive regulation of transcription by glucose [GO:0046016]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; positive thymic T cell selection [GO:0045059]; primitive streak formation [GO:0090009]; regulation of cell adhesion [GO:0030155]; regulation of smooth muscle cell differentiation [GO:0051150]; response to cytokine [GO:0034097]; response to hormone [GO:0009725]; response to hypoxia [GO:0001666]; response to toxic substance [GO:0009636]; sarcomere organization [GO:0045214]; skin morphogenesis [GO:0043589]; stress fiber assembly [GO:0043149]; tangential migration from the subventricular zone to the olfactory bulb [GO:0022028]; thymus development [GO:0048538]; thyroid gland development [GO:0030878]; trachea cartilage development [GO:0060534]; transcription by RNA polymerase II [GO:0006366]; trophectodermal cell differentiation [GO:0001829]
P12830	reviewed	CADH1_HUMAN	Cadherin-1 (CAM 120/80) (Epithelial cadherin) (E-cadherin) (Uvomorulin) (CD antigen CD324) [Cleaved into: E-Cad/CTF1; E-Cad/CTF2; E-Cad/CTF3]	CDH1 CDHE UVO	adherens junction organization [GO:0034332]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; cell-cell adhesion [GO:0098609]; cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell junction assembly [GO:0007043]; cellular response to indole-3-methanol [GO:0071681]; cellular response to lithium ion [GO:0071285]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of axon extension [GO:0030517]; negative regulation of cell migration [GO:0030336]; negative regulation of cell-cell adhesion [GO:0022408]; neuron projection development [GO:0031175]; pituitary gland development [GO:0021983]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of protein import into nucleus [GO:0042307]; protein localization to plasma membrane [GO:0072659]; regulation of gene expression [GO:0010468]; regulation of protein catabolic process at postsynapse, modulating synaptic transmission [GO:0099576]; response to Gram-positive bacterium [GO:0140459]; response to toxic substance [GO:0009636]; response to xenobiotic stimulus [GO:0009410]; synapse assembly [GO:0007416]
P12931	reviewed	SRC_HUMAN	Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src)	SRC SRC1	adherens junction organization [GO:0034332]; angiotensin-activated signaling pathway [GO:0038166]; bone resorption [GO:0045453]; branching involved in mammary gland duct morphogenesis [GO:0060444]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; cell-cell adhesion [GO:0098609]; cellular response to fatty acid [GO:0071398]; cellular response to fluid shear stress [GO:0071498]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to hypoxia [GO:0071456]; cellular response to insulin stimulus [GO:0032869]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to peptide hormone stimulus [GO:0071375]; cellular response to platelet-derived growth factor stimulus [GO:0036120]; cellular response to progesterone stimulus [GO:0071393]; cellular response to prolactin [GO:1990646]; DNA biosynthetic process [GO:0071897]; entry of bacterium into host cell [GO:0035635]; ephrin receptor signaling pathway [GO:0048013]; epidermal growth factor receptor signaling pathway [GO:0007173]; ERBB2 signaling pathway [GO:0038128]; Fc-gamma receptor signaling pathway involved in phagocytosis [GO:0038096]; focal adhesion assembly [GO:0048041]; forebrain development [GO:0030900]; innate immune response [GO:0045087]; integrin-mediated signaling pathway [GO:0007229]; interleukin-6-mediated signaling pathway [GO:0070102]; intestinal epithelial cell development [GO:0060576]; intracellular signal transduction [GO:0035556]; learning or memory [GO:0007611]; leukocyte migration [GO:0050900]; macroautophagy [GO:0016236]; myoblast proliferation [GO:0051450]; negative regulation of anoikis [GO:2000811]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of focal adhesion assembly [GO:0051895]; negative regulation of gene expression [GO:0010629]; negative regulation of hippo signaling [GO:0035331]; negative regulation of inflammatory response to antigenic stimulus [GO:0002862]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; negative regulation of mitochondrial depolarization [GO:0051902]; negative regulation of protein-containing complex assembly [GO:0031333]; negative regulation of telomerase activity [GO:0051974]; negative regulation of telomere maintenance via telomerase [GO:0032211]; neurotrophin TRK receptor signaling pathway [GO:0048011]; odontogenesis [GO:0042476]; oogenesis [GO:0048477]; osteoclast development [GO:0036035]; peptidyl-tyrosine phosphorylation [GO:0018108]; platelet activation [GO:0030168]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive regulation of apoptotic process [GO:0043065]; positive regulation of bone resorption [GO:0045780]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cytokine production [GO:0001819]; positive regulation of dephosphorylation [GO:0035306]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of glucose metabolic process [GO:0010907]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of integrin activation [GO:0033625]; positive regulation of lamellipodium morphogenesis [GO:2000394]; positive regulation of male germ cell proliferation [GO:2000256]; positive regulation of non-membrane spanning protein tyrosine kinase activity [GO:1903997]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of ovarian follicle development [GO:2000386]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of platelet-derived growth factor receptor-beta signaling pathway [GO:2000588]; positive regulation of podosome assembly [GO:0071803]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of protein processing [GO:0010954]; positive regulation of protein serine/threonine kinase activity [GO:0071902]; positive regulation of protein transport [GO:0051222]; positive regulation of Ras protein signal transduction [GO:0046579]; positive regulation of small GTPase mediated signal transduction [GO:0051057]; positive regulation of smooth muscle cell migration [GO:0014911]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; primary ovarian follicle growth [GO:0001545]; progesterone receptor signaling pathway [GO:0050847]; protein autophosphorylation [GO:0046777]; protein destabilization [GO:0031648]; regulation of bone resorption [GO:0045124]; regulation of caveolin-mediated endocytosis [GO:2001286]; regulation of cell projection assembly [GO:0060491]; regulation of cell-cell adhesion [GO:0022407]; regulation of early endosome to late endosome transport [GO:2000641]; regulation of epithelial cell migration [GO:0010632]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of intracellular estrogen receptor signaling pathway [GO:0033146]; regulation of toll-like receptor 3 signaling pathway [GO:0034139]; regulation of vascular permeability [GO:0043114]; response to acidic pH [GO:0010447]; response to electrical stimulus [GO:0051602]; response to interleukin-1 [GO:0070555]; response to mechanical stimulus [GO:0009612]; response to mineralocorticoid [GO:0051385]; response to nutrient levels [GO:0031667]; response to xenobiotic stimulus [GO:0009410]; signal complex assembly [GO:0007172]; signal transduction [GO:0007165]; skeletal muscle cell proliferation [GO:0014856]; spermatogenesis [GO:0007283]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; stress fiber assembly [GO:0043149]; substrate adhesion-dependent cell spreading [GO:0034446]; T cell costimulation [GO:0031295]; transcytosis [GO:0045056]; transforming growth factor beta receptor signaling pathway [GO:0007179]; uterus development [GO:0060065]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]
P13501	reviewed	CCL5_HUMAN	C-C motif chemokine 5 (EoCP) (Eosinophil chemotactic cytokine) (SIS-delta) (Small-inducible cytokine A5) (T cell-specific protein P228) (TCP228) (T-cell-specific protein RANTES) [Cleaved into: RANTES(3-68); RANTES(4-68)]	CCL5 D17S136E SCYA5	activation of phospholipase D activity [GO:0031584]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; calcium ion transport [GO:0006816]; cell chemotaxis [GO:0060326]; cell-cell signaling [GO:0007267]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cellular response to interleukin-1 [GO:0071347]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to type II interferon [GO:0071346]; cellular response to virus [GO:0098586]; chemokine-mediated signaling pathway [GO:0070098]; chemotaxis [GO:0006935]; dendritic cell chemotaxis [GO:0002407]; eosinophil chemotaxis [GO:0048245]; epithelial cell proliferation [GO:0050673]; exocytosis [GO:0006887]; G protein-coupled receptor signaling pathway [GO:0007186]; inflammatory response [GO:0006954]; intracellular calcium ion homeostasis [GO:0006874]; leukocyte cell-cell adhesion [GO:0007159]; macrophage chemotaxis [GO:0048246]; monocyte chemotaxis [GO:0002548]; negative regulation by host of viral transcription [GO:0043922]; negative regulation of G protein-coupled receptor signaling pathway [GO:0045744]; negative regulation of macrophage apoptotic process [GO:2000110]; negative regulation of T cell apoptotic process [GO:0070233]; negative regulation of viral genome replication [GO:0045071]; neutrophil activation [GO:0042119]; positive regulation of activation of Janus kinase activity [GO:0010536]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of cell adhesion [GO:0045785]; positive regulation of cell migration [GO:0030335]; positive regulation of cell-cell adhesion mediated by integrin [GO:0033634]; positive regulation of cellular biosynthetic process [GO:0031328]; positive regulation of epithelial cell proliferation [GO:0050679]; positive regulation of G protein-coupled receptor signaling pathway [GO:0045745]; positive regulation of homotypic cell-cell adhesion [GO:0034112]; positive regulation of innate immune response [GO:0045089]; positive regulation of macrophage chemotaxis [GO:0010759]; positive regulation of monocyte chemotaxis [GO:0090026]; positive regulation of natural killer cell chemotaxis [GO:2000503]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of phosphorylation [GO:0042327]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; positive regulation of smooth muscle cell migration [GO:0014911]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of T cell apoptotic process [GO:0070234]; positive regulation of T cell chemotaxis [GO:0010820]; positive regulation of T cell migration [GO:2000406]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of translational initiation [GO:0045948]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; positive regulation of viral genome replication [GO:0045070]; regulation of chronic inflammatory response [GO:0002676]; regulation of insulin secretion [GO:0050796]; regulation of T cell activation [GO:0050863]; response to toxic substance [GO:0009636]; response to virus [GO:0009615]
P13598	reviewed	ICAM2_HUMAN	Intercellular adhesion molecule 2 (ICAM-2) (CD antigen CD102)	ICAM2	cell adhesion [GO:0007155]; cell-cell adhesion [GO:0098609]
P13612	reviewed	ITA4_HUMAN	Integrin alpha-4 (CD49 antigen-like family member D) (Integrin alpha-IV) (VLA-4 subunit alpha) (CD antigen CD49d)	ITGA4 CD49D	axonogenesis involved in innervation [GO:0060385]; B cell differentiation [GO:0030183]; cell adhesion mediated by integrin [GO:0033627]; cell-cell adhesion [GO:0098609]; cell-cell adhesion mediated by integrin [GO:0033631]; cell-matrix adhesion [GO:0007160]; cell-matrix adhesion involved in ameboidal cell migration [GO:0003366]; cellular response to amyloid-beta [GO:1904646]; cellular response to cytokine stimulus [GO:0071345]; clathrin-dependent extracellular exosome endocytosis [GO:1990771]; diapedesis [GO:0050904]; endodermal cell differentiation [GO:0035987]; heterotypic cell-cell adhesion [GO:0034113]; immune response in gut-associated lymphoid tissue [GO:0002387]; integrin-mediated signaling pathway [GO:0007229]; leukocyte cell-cell adhesion [GO:0007159]; leukocyte tethering or rolling [GO:0050901]; negative regulation of protein homodimerization activity [GO:0090074]; negative regulation of vasoconstriction [GO:0045906]; neuron projection extension [GO:1990138]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of leukocyte tethering or rolling [GO:1903238]; positive regulation of T cell migration [GO:2000406]; positive regulation of vascular endothelial cell proliferation [GO:1905564]; receptor clustering [GO:0043113]; substrate adhesion-dependent cell spreading [GO:0034446]
P13688	reviewed	CEAM1_HUMAN	Carcinoembryonic antigen-related cell adhesion molecule 1 (Biliary glycoprotein 1) (BGP-1) (CD antigen CD66a)	CEACAM1 BGP BGP1	angiogenesis [GO:0001525]; bile acid and bile salt transport [GO:0015721]; blood vessel development [GO:0001568]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell-cell adhesion via plasma-membrane adhesion molecules [GO:0098742]; cellular response to insulin stimulus [GO:0032869]; common myeloid progenitor cell proliferation [GO:0035726]; granulocyte colony-stimulating factor signaling pathway [GO:0038158]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; insulin catabolic process [GO:1901143]; insulin receptor internalization [GO:0038016]; integrin-mediated signaling pathway [GO:0007229]; negative regulation of cytotoxic T cell degranulation [GO:0043318]; negative regulation of fatty acid biosynthetic process [GO:0045717]; negative regulation of granulocyte differentiation [GO:0030853]; negative regulation of hepatocyte proliferation [GO:2000346]; negative regulation of interleukin-1 production [GO:0032692]; negative regulation of lipid biosynthetic process [GO:0051055]; negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target [GO:0002859]; negative regulation of platelet aggregation [GO:0090331]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of T cell mediated cytotoxicity [GO:0001915]; negative regulation of T cell receptor signaling pathway [GO:0050860]; negative regulation of vascular permeability [GO:0043116]; positive regulation of vasculogenesis [GO:2001214]; regulation of blood vessel remodeling [GO:0060312]; regulation of cell growth [GO:0001558]; regulation of cell migration [GO:0030334]; regulation of endothelial cell differentiation [GO:0045601]; regulation of endothelial cell migration [GO:0010594]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; regulation of ERK1 and ERK2 cascade [GO:0070372]; regulation of homophilic cell adhesion [GO:1903385]; regulation of immune system process [GO:0002682]; regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051896]; regulation of sprouting angiogenesis [GO:1903670]; signal transduction [GO:0007165]; wound healing, spreading of cells [GO:0044319]
P14151	reviewed	LYAM1_HUMAN	L-selectin (CD62 antigen-like family member L) (Leukocyte adhesion molecule 1) (LAM-1) (Leukocyte surface antigen Leu-8) (Leukocyte-endothelial cell adhesion molecule 1) (LECAM1) (Lymph node homing receptor) (TQ1) (gp90-MEL) (CD antigen CD62L)	SELL LNHR LYAM1	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell adhesion [GO:0007155]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; leukocyte cell-cell adhesion [GO:0007159]; leukocyte tethering or rolling [GO:0050901]; response to cytokine [GO:0034097]
P14209	reviewed	CD99_HUMAN	CD99 antigen (12E7) (E2 antigen) (Protein MIC2) (T-cell surface glycoprotein E2) (CD antigen CD99)	CD99 MIC2 MIC2X MIC2Y	homotypic cell-cell adhesion [GO:0034109]; positive regulation of neutrophil extravasation [GO:2000391]; T cell extravasation [GO:0072683]
P14415	reviewed	AT1B2_HUMAN	Sodium/potassium-transporting ATPase subunit beta-2 (Adhesion molecule in glia) (AMOG) (Sodium/potassium-dependent ATPase subunit beta-2)	ATP1B2	cell communication by electrical coupling involved in cardiac conduction [GO:0086064]; cell-substrate adhesion [GO:0031589]; intracellular potassium ion homeostasis [GO:0030007]; intracellular sodium ion homeostasis [GO:0006883]; lateral ventricle development [GO:0021670]; membrane repolarization [GO:0086009]; motor behavior [GO:0061744]; negative regulation of glial cell migration [GO:1903976]; neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration [GO:0021944]; photoreceptor cell maintenance [GO:0045494]; plasma membrane bounded cell projection organization [GO:0120036]; positive regulation of ATP-dependent activity [GO:0032781]; positive regulation of neuron projection development [GO:0010976]; positive regulation of potassium ion import across plasma membrane [GO:1903288]; positive regulation of potassium ion transmembrane transporter activity [GO:1901018]; positive regulation of sodium ion export across plasma membrane [GO:1903278]; potassium ion import across plasma membrane [GO:1990573]; protein stabilization [GO:0050821]; retina homeostasis [GO:0001895]; sodium ion export across plasma membrane [GO:0036376]; third ventricle development [GO:0021678]; transport across blood-brain barrier [GO:0150104]
P14923	reviewed	PLAK_HUMAN	Junction plakoglobin (Catenin gamma) (Desmoplakin III) (Desmoplakin-3)	JUP CTNNG DP3	bundle of His cell-Purkinje myocyte adhesion involved in cell communication [GO:0086073]; canonical Wnt signaling pathway [GO:0060070]; cell migration [GO:0016477]; cell-cell adhesion [GO:0098609]; cellular response to indole-3-methanol [GO:0071681]; desmosome assembly [GO:0002159]; detection of mechanical stimulus [GO:0050982]; endothelial cell-cell adhesion [GO:0071603]; negative regulation of blood vessel endothelial cell migration [GO:0043537]; positive regulation of angiogenesis [GO:0045766]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell-matrix adhesion [GO:0001954]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization to plasma membrane [GO:0072659]; regulation of cell population proliferation [GO:0042127]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of ventricular cardiac muscle cell action potential [GO:0098911]; skin development [GO:0043588]
P15151	reviewed	PVR_HUMAN	Poliovirus receptor (Nectin-like protein 5) (NECL-5) (CD antigen CD155)	PVR PVS	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; positive regulation of natural killer cell mediated cytotoxicity [GO:0045954]; positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target [GO:0002860]; susceptibility to natural killer cell mediated cytotoxicity [GO:0042271]; susceptibility to T cell mediated cytotoxicity [GO:0060370]
P15153	reviewed	RAC2_HUMAN	Ras-related C3 botulinum toxin substrate 2 (GX) (Small G protein) (p21-Rac2)	RAC2	actin filament organization [GO:0007015]; bone resorption [GO:0045453]; cell projection assembly [GO:0030031]; chemotaxis [GO:0006935]; erythrocyte enucleation [GO:0043131]; G protein-coupled receptor signaling pathway [GO:0007186]; lymphocyte aggregation [GO:0071593]; mast cell proliferation [GO:0070662]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of mast cell proliferation [GO:0070668]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of protein targeting to mitochondrion [GO:1903955]; regulation of cell-substrate adhesion [GO:0010810]; regulation of hydrogen peroxide metabolic process [GO:0010310]; regulation of mast cell chemotaxis [GO:0060753]; regulation of mast cell degranulation [GO:0043304]; regulation of neutrophil migration [GO:1902622]; regulation of respiratory burst [GO:0060263]; regulation of T cell proliferation [GO:0042129]; respiratory burst [GO:0045730]; signal transduction [GO:0007165]; small GTPase-mediated signal transduction [GO:0007264]
P15311	reviewed	EZRI_HUMAN	Ezrin (Cytovillin) (Villin-2) (p81)	EZR VIL2	actin cytoskeleton organization [GO:0030036]; actin filament bundle assembly [GO:0051017]; astral microtubule organization [GO:0030953]; cellular response to cAMP [GO:0071320]; cortical microtubule organization [GO:0043622]; establishment of centrosome localization [GO:0051660]; establishment of endothelial barrier [GO:0061028]; establishment or maintenance of apical/basal cell polarity [GO:0035088]; filopodium assembly [GO:0046847]; intestinal D-glucose absorption [GO:0001951]; leukocyte cell-cell adhesion [GO:0007159]; membrane to membrane docking [GO:0022614]; microvillus assembly [GO:0030033]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of interleukin-2 production [GO:0032703]; negative regulation of p38MAPK cascade [GO:1903753]; negative regulation of T cell receptor signaling pathway [GO:0050860]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of early endosome to late endosome transport [GO:2000643]; positive regulation of gene expression [GO:0010628]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein localization to early endosome [GO:1902966]; positive regulation of protein localization to plasma membrane [GO:1903078]; postsynaptic actin cytoskeleton organization [GO:0098974]; protein kinase A signaling [GO:0010737]; protein localization to cell cortex [GO:0072697]; protein localization to plasma membrane [GO:0072659]; protein-containing complex localization [GO:0031503]; receptor internalization [GO:0031623]; regulation of cell shape [GO:0008360]; regulation of microvillus length [GO:0032532]; regulation of organelle assembly [GO:1902115]; sphingosine-1-phosphate receptor signaling pathway [GO:0003376]; terminal web assembly [GO:1902896]
